Include Group	Group Name	Combine	Platform-Type-OS-Version	Name	Location	Environment	Test Data
NO	FC_System_and_Fan_Mode		IOS-Device-IOS-13.3	205015fc52ed254f64c94dbd87257bbc7ea89dde	Local	Production	"AcquisitionType=Specific, TestData='USERID=flyprd@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Master Bedroom,NETWORK_NAME=comfort5,NETWORK_PASSWORD=Comacc05'"
NO	Flycatcher_UI_Verification		IOS-Device-IOS-13.3	205015fc52ed254f64c94dbd87257bbc7ea89dde	Local	Production	"AcquisitionType=Specific, TestData='USERID=flyprd@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Master Bedroom,NETWORK_NAME=comfort5,NETWORK_PASSWORD=Comacc05'"
NO	FLY_NA_Dehumidity_Adhoc		IOS-Device-IOS-13.3	205015fc52ed254f64c94dbd87257bbc7ea89dde	Local	Production	"AcquisitionType=Specific, TestData='USERID=flyprd@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Master Bedroom,NETWORK_NAME=comfort5,NETWORK_PASSWORD=Comacc05'"
NO	Humidication_Scenarios		IOS-Device-IOS-13.3	205015fc52ed254f64c94dbd87257bbc7ea89dde	Local	Production	"AcquisitionType=Specific, TestData='USERID=flyprd@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Master Bedroom,NETWORK_NAME=comfort5,NETWORK_PASSWORD=Comacc05'"
NO	FLY_NA_Verify_DateTime_12_24Hr_Format		IOS-Device-IOS-13.3	205015fc52ed254f64c94dbd87257bbc7ea89dde	Local	Production	"AcquisitionType=Specific, TestData='USERID=flyprd@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Master Bedroom,NETWORK_NAME=comfort5,NETWORK_PASSWORD=Comacc05'"
NO	Jasper_Senior_DIY		IOS-Device-IOS-14.7.1	3e0849a554b005cbecd9d72e7adee86f5d150878	Local	Production	"AcquisitionType=Specific, TestData='USERID=flyauto123@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Guest Bedroom,NETWORK_NAME=comfort2.4,NETWORK_PASSWORD=Comacc2420'"
NO	Jasper_Senior_DIY		IOS-Device-IOS-14.7.1	3e0849a554b005cbecd9d72e7adee86f5d150878	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=stmstg14@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=LyricA12343,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	Caspian_DIY		Android-Device-Android-11	803KPSL1691678	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=stmstg14@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	WiFi_AP_Mode_Simulation_OnRealDevice		Android-Device-Android-11	803KPSL1691678	Local	Stage	"AcquisitionType=Specific, TestData='USERID=stmstg14@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=LyricA12343,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	ReziApp_Jasper_Senior_DIY		Android-Device-Android-11	803KPSL1691678	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=rajasekar.palanichamy@resideo.com,PASSWORD=Password@85,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	ReziApp_Jasper_Senior_DIY		Android-Device-Android-11	803KPSL1691678	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=rajasekar.palanichamy@resideo.com,PASSWORD=Password@85,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	Caspian_DIY		IOS-Device-IOS-14.7.1	3e0849a554b005cbecd9d72e7adee86f5d150878	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=stmstg14@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=LyricA12343,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	Caspian_DIY		Android-Device-Android-11	803KPSL1691678	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=flyprd@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	Simulation_Testing_on_RealDevice		Android-Device-Android-11	803KPSL1691678	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=flyqa@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	ReziApp_Jasper_Senior_DIY		Android-Device-Android-11	803KPSL1691678	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=flyqa@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat EC9864,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	Flycathcer_DIY		Android-Device-Android-11	803KPSL1691678	Local	Production	"AcquisitionType=Specific, TestData='USERID=flyprd@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Master Bedroom,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	Caspian_DIY		Android-Device-Android-11	803KPSL1691678	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=flyprd@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	Caspian_DIY		IOS-Device-IOS-14.7.1	3e0849a554b005cbecd9d72e7adee86f5d150878	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=flyprd@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	Simulation_Testing_on_RealDevice		Android-Device-Android-11	803KPSL1691678	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=flyprd@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	Caspian_DIY		Android-Device-Android-11	803KPSL1691678	Local	Production	"AcquisitionType=Specific, TestData='USERID=caspian@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	Caspian_DIY_Both_Happy_Path		Android-Device-Android-11	803KPSL1691678	Local	Production	"AcquisitionType=Specific, TestData='USERID=caspian@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	Caspian_DIY_Both_Happy_Path		Android-Device-Android-11	803KPSL1691678	Local	Production	"AcquisitionType=Specific, TestData='USERID=caspian@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	Add_Thermostat_in_HomeKit		IOS-Device-IOS-14.7.1	3e0849a554b005cbecd9d72e7adee86f5d150878	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=flyprd@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	T6ProWiFi_JasperNATrade_DIY_conventional_Gas-HighEfficiency_oneHeat-oneCool		IOS-Device-IOS-14.7.1	3e0849a554b005cbecd9d72e7adee86f5d150878	Local	Production	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Honeywell Home,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=Home,NETWORK_PASSWORD=Home@123.'"
NO	T6ProWiFi_JasperNATrade_DIY_conventional_Gas-HighEfficiency_oneHeat-oneCool		Android-Device-Android-11	803KPSL1691678	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Honeywell Home,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=Home,NETWORK_PASSWORD=Home@123.'"
NO	T6ProWiFi_JasperNATrade_DIY_conventional_Gas-HighEfficiency_oneHeat-oneCool		IOS-Device-IOS-14.7.1	3e0849a554b005cbecd9d72e7adee86f5d150878	Local	Production	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Honeywell Home,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=Home,NETWORK_PASSWORD=Home@123.'"
NO	Add_Thermostat_in_HomeKit		IOS-Device-IOS-15.3.1	00008110-001578C03A79801E	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=flyprd@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	T6ProWiFi_JasperNATrade_DIY_cool_only_one_stage		IOS-Device-IOS-15.3.1	00008110-001578C03A79801E	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=flyprd@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	T6ProWiFi_JasperNATrade_DIY_cool_only_one_stage		Android-Device-Android-11	803KPSL1691678	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Honeywell Home,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=Home,NETWORK_PASSWORD=Home@123.'"
NO	T6ProWiFi_JasperNATrade_DIY_conventional_Gas-HighEfficiency_oneHeat-oneCool		IOS-Device-IOS-15.3.1	00008110-001578C03A79801E	Local	Production	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Honeywell Home,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=Home,NETWORK_PASSWORD=Home@123.'"
NO	Jasper_Senior_DIY_without_FactoryReset		Android-Device-Android-11	803KPSL1691678	Local	Production	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Honeywell Home,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=Home,NETWORK_PASSWORD=Home@123.'"
NO	T6ProWiFi_ReziApp_JasperNATrade_DIY_heatPump_GEOTHERMAL_B_2Cool_3Heat_Independent_GAS_STANDARD		Android-Device-Android-11	803KPSL1691678	Local	Production	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Honeywell Home,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=Home,NETWORK_PASSWORD=Home@123.'"
NO	Add_Thermostat_in_HomeKit_without_DataSync		IOS-Device-IOS-14.8.1	00008110-001578C03A79801E	Local	Production	"AcquisitionType=Specific, TestData='USERID=caspian@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	T6R_WiFi_Jasper_EMEA_DIY		Android-Device-Android-11	803KPSL1691678	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=caspian@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	T6ProWiFi_JasperNATrade_DIY_cool_only_one_stage_HTA_468		Android-Device-Android-11	803KPSL1691678	Local	CHILInt(Azure)	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	T6ProWiFi_JasperNATrade_DIY_conventional_ELECTRIC_oneHeat-oneCool_EquipmentControl_HTA_480		Android-Device-Android-11	803KPSL1691678	Local	CHILInt(Azure)	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	T6R_WiFi_Jasper_EMEA_DIY		Android-Device-Android-11	803KPSL1691678	Local	CHILInt(Azure)	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	Add_Thor_Thermostat_in_HomeKit_with_DataSync		IOS-Device-IOS-14.8.1	3e0849a554b005cbecd9d72e7adee86f5d150878	Local	CHILInt(Azure)	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
NO	T6ProWiFi_JasperNATrade_DIY_conventional_ELECTRIC_oneHeat-oneCool_EquipmentControl_HTA_480		IOS-Device-IOS-15.3.1	00008101-00116561362B001E	Local	CHILStage(Azure)	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Honeywell Home,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=Home,NETWORK_PASSWORD=Home@123.'"
NO	Caspian_121212		IOS-Device-IOS-15.5	00008020-001A7D1136E9002E	Local	Production	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Honeywell Home,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=Home,NETWORK_PASSWORD=Home@123.'"
NO	T6R_WiFi_Jasper_EMEA_DIY		Android-Device-Android-11	09281FDD4S00K2	Local	CHILInt(Azure)	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
YES	T6R_WiFi_Jasper_EMEA_DIY		Android-Device-Android-11	803KPSL1691678	Local	CHILInt(Azure)	"AcquisitionType=Specific, TestData='USERID=jasper@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Tstat 9F3872,DEVICETOBEINSTALLED=T6 Pro Wi-Fi Thermostat,NETWORK_NAME=AutomationWifi,NETWORK_PASSWORD=Home@123.'"
